"Control_1" "Control_2" "ToxA_1" "ToxA_2" "ToxB_1" "ToxB_2"
"HGLibA_33464" 0 0 0 0 0 0
"HGLibA_33465" 0 0 0 0 0 0
"HGLibA_33466" 0 0 0 0 0 0
"HGLibA_33467" 4 4 0 0 0 0
"HGLibA_33468" 2 0 0 0 0 0
"HGLibA_33469" 4 0 1 0 0 1
"HGLibA_33470" 0 1 0 0 2 2
"HGLibA_33471" 0 5 0 1 0 0
"HGLibA_33472" 4 5 0 0 0 0
"HGLibA_33473" 5 1 0 0 0 0
"HGLibA_33474" 1 5 0 2 0 0
"HGLibA_33475" 3 1 0 0 0 0
"HGLibA_33476" 17 0 0 3 6 1
"HGLibA_33477" 0 3 0 1 0 0
"HGLibA_33478" 0 0 0 0 4 2
"HGLibA_33479" 54 0 0 0 0 0
"HGLibA_33480" 1 0 0 0 0 0
"HGLibA_33481" 17 2 0 0 0 0
"HGLibA_33482" 0 0 0 0 1 0
"HGLibA_33483" 0 0 0 0 0 0
"HGLibA_33484" 0 2 0 0 0 0
"HGLibA_33485" 0 0 0 0 0 0
"HGLibA_33486" 2 1 0 4 3 2
"HGLibA_33487" 18 15 0 0 0 0
"HGLibA_33488" 17 2 0 0 0 0
"HGLibA_33489" 0 1 0 0 3 7
"HGLibA_33490" 0 5 0 0 1 1
"HGLibA_33491" 0 0 5 4 0 0
"HGLibA_33492" 0 2 0 0 0 0
"HGLibA_33493" 0 13 0 0 0 0
"HGLibA_33494" 2 2 3 29 18 13
"HGLibA_33495" 25 0 27 25 4 1
"HGLibA_33496" 0 0 0 0 0 0
"HGLibA_33497" 0 19 1 0 0 0
"HGLibA_33498" 7 0 0 1 2 0
"HGLibA_33499" 0 0 0 0 0 0
"HGLibA_33500" 1 5 0 0 0 0
"HGLibA_33501" 0 0 0 9 0 1
"HGLibA_33502" 0 0 0 0 0 0
"HGLibA_33503" 0 1 0 0 0 0
"HGLibA_33504" 15 1 0 11 18 10
"HGLibA_33505" 2 1 10 12 0 0
"HGLibA_33506" 7 2 0 0 0 0
"HGLibA_33507" 8 22 0 0 0 0
"HGLibA_33508" 4 8 0 7 0 0
"HGLibA_33509" 4 0 0 0 1 2
"HGLibA_33510" 0 2 0 1 0 0
"HGLibA_33511" 0 1 0 0 0 0
"HGLibA_33512" 0 3 15 14 4 2
"HGLibA_33513" 0 3 0 0 2 0
"HGLibA_33514" 14 13 0 0 0 0
"HGLibA_33515" 12 1 0 0 0 0
"HGLibA_33516" 0 0 0 1 3 1
"HGLibA_33517" 3 4 2 0 0 0
"HGLibA_33518" 1 0 0 0 0 0
"HGLibA_33519" 0 0 0 0 0 0
"HGLibA_33520" 0 0 0 0 0 0
"HGLibA_33521" 0 5 2 4 0 0
"HGLibA_33522" 0 0 0 0 0 0
"HGLibA_33523" 2 0 0 0 0 0
"HGLibA_33524" 0 1 0 0 3 6
"HGLibA_33525" 0 0 0 0 0 0
"HGLibA_33526" 0 0 0 0 0 0
"HGLibA_33527" 1 0 0 0 0 1
"HGLibA_33528" 0 2 0 0 0 0
"HGLibA_33529" 6 0 0 0 0 0
"HGLibA_33530" 0 6 6 15 9 3
"HGLibA_33531" 0 0 0 0 0 0
"HGLibA_33532" 3 0 0 0 0 0
"HGLibA_33533" 4 4 0 0 0 1
"HGLibA_33534" 0 1 0 0 0 0
"HGLibA_33535" 3 3 0 0 0 0
"HGLibA_33536" 0 1 0 0 2 0
"HGLibA_33537" 12 0 1 1 0 0
"HGLibA_33538" 0 1 3 1 0 0
"HGLibA_33539" 6 6 0 0 0 0
"HGLibA_33540" 0 4 0 0 0 0
"HGLibA_33541" 0 0 0 0 0 0
"HGLibA_33542" 1 0 0 0 0 0
"HGLibA_33543" 3 1 0 0 0 0
"HGLibA_33544" 2 7 0 0 0 0
"HGLibA_33545" 1 2 0 0 0 0
"HGLibA_33546" 0 2 0 0 0 0
"HGLibA_33547" 0 1 0 0 0 0
"HGLibA_33548" 2 1 0 0 0 0
"HGLibA_33549" 0 0 0 0 0 0
"HGLibA_33550" 6 8 17 10 0 0
"HGLibA_33551" 0 1 0 0 0 0
"HGLibA_33552" 11 5 0 0 1 0
"HGLibA_33553" 0 1 0 0 0 0
"HGLibA_33554" 0 0 0 0 1 0
"HGLibA_33555" 0 0 0 0 0 0
"HGLibA_33556" 0 0 0 0 0 0
"HGLibA_33557" 0 0 0 0 0 0
"HGLibA_33558" 4 17 0 1 0 0
"HGLibA_33559" 5 6 0 0 0 0
"HGLibA_33560" 2 2 10 26 2 3
"HGLibA_33561" 0 1 0 0 0 0
"HGLibA_33562" 0 0 0 1 0 0
"HGLibA_33563" 6 2 0 0 0 0
"HGLibA_33564" 0 0 23 13 33 27
"HGLibA_33565" 0 0 0 0 0 0
"HGLibA_33566" 3 1 0 0 3 0
"HGLibA_33567" 0 4 0 0 0 0
"HGLibA_33568" 9 0 0 0 0 0
"HGLibA_33569" 0 0 0 0 0 0
"HGLibA_33570" 0 0 0 0 0 0
"HGLibA_33571" 0 2 2 13 3 7
"HGLibA_33572" 0 7 0 0 0 2
"HGLibA_33573" 0 6 0 0 1 1
"HGLibA_33574" 0 0 0 0 1 0
"HGLibA_33575" 5 2 0 0 0 0
"HGLibA_33576" 0 0 2 1 2 4
"HGLibA_33577" 0 4 0 4 1 4
"HGLibA_33578" 0 0 0 0 0 0
"HGLibA_33579" 1 1 0 0 1 0
"HGLibA_33580" 1 17 0 0 0 0
"HGLibA_33581" 9 15 0 0 0 0
"HGLibA_33582" 0 1 0 0 0 0
"HGLibA_33583" 0 1 0 0 2 0
"HGLibA_33584" 0 8 0 0 0 0
"HGLibA_33585" 0 8 0 0 0 0
"HGLibA_33586" 0 17 0 0 0 0
"HGLibA_33587" 1 0 2 1 0 2
"HGLibA_33588" 4 7 1 0 0 1
"HGLibA_33589" 0 1 0 0 0 0
"HGLibA_33590" 6 0 0 0 0 0
"HGLibA_33591" 0 8 1 6 1 5
"HGLibA_33592" 0 14 2 8 0 1
"HGLibA_33593" 2 0 0 0 0 0
"HGLibA_33594" 6 3 0 0 0 1
"HGLibA_33595" 5 15 0 2 1 1
"HGLibA_33596" 0 1 0 0 0 0
"HGLibA_33597" 6 14 0 0 1 0
"HGLibA_33598" 2 2 0 0 0 0
"HGLibA_33599" 1 0 0 0 2 1
"HGLibA_33600" 5 0 0 0 0 0
"HGLibA_33601" 2 13 4 2 0 0
"HGLibA_33602" 0 1 0 0 0 0
"HGLibA_33603" 2 0 0 0 0 0
"HGLibA_33604" 0 0 0 4 5 4
"HGLibA_33605" 6 2 0 0 0 0
"HGLibA_33606" 22 4 0 0 0 0
"HGLibA_33607" 11 1 0 0 0 0
"HGLibA_33608" 0 5 2 0 0 2
"HGLibA_33609" 1 3 0 0 0 0
"HGLibA_33610" 35 0 0 0 1 1
"HGLibA_33611" 5 0 0 0 0 0
"HGLibA_33612" 0 0 0 0 0 0
"HGLibA_33613" 0 15 0 0 0 0
"HGLibA_33614" 0 0 0 0 0 0
"HGLibA_33615" 0 0 2 1 2 2
"HGLibA_33616" 38 0 0 0 0 0
"HGLibA_33617" 0 6 0 0 0 0
"HGLibA_33618" 1 0 0 0 0 0
"HGLibA_33619" 3 0 0 0 0 0
"HGLibA_33620" 0 2 0 4 0 3
"HGLibA_33621" 1 10 0 0 0 0
"HGLibA_33622" 5 8 3 8 116 103
"HGLibA_33623" 0 0 0 0 0 0
"HGLibA_33624" 4 2 0 0 0 0
"HGLibA_33625" 1 0 12 12 3 2
"HGLibA_33626" 0 0 0 0 0 0
"HGLibA_33627" 0 3 0 0 0 0
"HGLibA_33628" 0 0 0 0 0 0
"HGLibA_33629" 2 4 0 0 0 0
"HGLibA_33630" 0 0 23 11 0 0
"HGLibA_33631" 2 1 0 0 0 0
"HGLibA_33632" 16 2 0 1 0 0
"HGLibA_33633" 1 0 0 0 0 0
"HGLibA_33634" 2 9 0 0 0 0
"HGLibA_33635" 0 0 8 25 1 6
"HGLibA_33636" 0 0 0 0 0 0
"HGLibA_33637" 0 0 0 0 0 0
"HGLibA_33638" 2 0 0 0 0 0
"HGLibA_33639" 14 0 0 11 4 1
"HGLibA_33640" 0 0 0 0 0 0
"HGLibA_33641" 2 0 0 0 0 0
"HGLibA_33642" 2 4 0 0 0 0
"HGLibA_33643" 2 1 0 0 0 0
"HGLibA_33644" 0 2 0 0 0 1
"HGLibA_33645" 0 0 0 0 0 0
"HGLibA_33646" 3 17 0 10 44 47
"HGLibA_33647" 2 0 0 0 0 0
"HGLibA_33648" 0 0 0 0 2 1
"HGLibA_33649" 6 20 0 0 0 0
"HGLibA_33650" 0 2 0 4 0 1
"HGLibA_33651" 3 0 0 0 0 0
"HGLibA_33652" 0 3 0 0 0 0
"HGLibA_33653" 2 1 0 0 1 1
"HGLibA_33654" 2 0 13 11 0 0
"HGLibA_33655" 0 0 0 0 0 0
"HGLibA_33656" 8 0 0 0 1 0
"HGLibA_33657" 0 0 0 0 0 0
"HGLibA_33658" 15 35 57 35 9 2
"HGLibA_33659" 13 1 0 0 0 0
"HGLibA_33660" 12 5 1 2 0 0
"HGLibA_33661" 0 0 0 0 0 0
"HGLibA_33662" 1 0 0 0 0 0
"HGLibA_33663" 0 0 0 0 0 0
"HGLibA_33664" 21 0 2 0 0 0
"HGLibA_33665" 7 0 0 0 0 0
"HGLibA_33666" 2 0 15 10 3 0
"HGLibA_33667" 0 3 0 0 0 0
"HGLibA_33668" 5 0 0 0 0 0
"HGLibA_33669" 0 3 0 0 1 1
"HGLibA_33670" 0 0 0 0 0 0
"HGLibA_33671" 0 0 0 0 0 0
"HGLibA_33672" 0 4 0 0 0 0
"HGLibA_33673" 11 6 0 0 0 1
"HGLibA_33674" 0 1 0 0 0 0
"HGLibA_33675" 2 4 0 0 0 0
"HGLibA_33676" 2 1 0 0 0 0
"HGLibA_33677" 3 5 0 16 7 4
"HGLibA_33678" 1 0 0 0 0 0
"HGLibA_33679" 1 0 0 0 0 1
"HGLibA_33680" 0 0 1 0 2 2
"HGLibA_33681" 3 1 0 6 0 0
"HGLibA_33682" 0 0 0 12 0 0
"HGLibA_33683" 0 0 0 0 0 0
"HGLibA_33684" 10 2 143 105 3 2
"HGLibA_33685" 1 1 0 0 0 0
"HGLibA_33686" 3 0 0 0 1 1
"HGLibA_33687" 0 3 0 0 0 0
"HGLibA_33688" 1 0 0 0 0 0
"HGLibA_33689" 0 0 0 3 1 1
"HGLibA_33690" 1 0 35 34 0 0
"HGLibA_33691" 0 3 0 0 0 1
"HGLibA_33692" 1 0 0 0 0 0
"HGLibA_33693" 0 3 0 3 48 50
"HGLibA_33694" 2 16 9 8 323 360
"HGLibA_33695" 0 0 0 0 0 0
"HGLibA_33696" 0 0 0 0 0 0
"HGLibA_33697" 13 1 0 0 0 0
"HGLibA_33698" 4 1 0 0 0 0
"HGLibA_33699" 3 0 0 0 0 0
"HGLibA_33700" 13 14 3 0 4 3
"HGLibA_33701" 1 0 0 0 0 0
"HGLibA_33702" 0 12 0 2 4 2
"HGLibA_33703" 1 0 0 0 0 0
"HGLibA_33704" 0 9 0 0 0 0
"HGLibA_33705" 1 0 0 0 0 0
"HGLibA_33706" 0 0 0 0 0 0
"HGLibA_33707" 0 0 0 0 0 0
"HGLibA_33708" 5 1 0 0 0 0
"HGLibA_33709" 10 0 0 0 0 0
"HGLibA_33710" 4 3 0 0 0 0
"HGLibA_33711" 1 0 1 1 1 1
"HGLibA_33712" 0 3 0 0 2 2
"HGLibA_33713" 5 0 0 0 0 0
"HGLibA_33714" 1 4 0 0 0 0
"HGLibA_33715" 1 0 0 0 0 0
"HGLibA_33716" 5 2 0 0 0 0
"HGLibA_33717" 0 6 0 0 0 0
"HGLibA_33718" 0 0 5 1 1 3
"HGLibA_33719" 0 0 0 0 0 0
"HGLibA_33720" 0 0 0 0 0 0
"HGLibA_33721" 0 0 0 0 0 0
"HGLibA_33722" 12 5 0 0 0 0
"HGLibA_33723" 2 0 12 8 18 31
"HGLibA_33724" 1 1 0 1 2 0
"HGLibA_33725" 0 5 0 0 0 0
"HGLibA_33726" 14 4 3 2 1 4
"HGLibA_33727" 0 0 4 4 0 0
"HGLibA_33728" 7 74 0 0 0 0
"HGLibA_33729" 1 5 0 0 0 0
"HGLibA_33730" 0 3 0 0 0 0
"HGLibA_33731" 0 0 0 3 6 5
"HGLibA_33732" 0 9 0 0 0 0
"HGLibA_33733" 0 0 0 0 0 0
"HGLibA_33734" 0 0 0 0 0 0
"HGLibA_33735" 0 0 0 0 0 0
"HGLibA_33736" 9 6 0 0 0 0
"HGLibA_33737" 0 0 0 0 0 0
"HGLibA_33738" 0 0 0 0 0 0
"HGLibA_33739" 5 0 0 0 0 0
"HGLibA_33740" 4 2 0 0 3 1
"HGLibA_33741" 0 9 0 0 0 0
"HGLibA_33742" 0 0 0 0 0 0
"HGLibA_33743" 0 1 1 3 3 4
"HGLibA_33744" 0 0 0 0 0 0
"HGLibA_33745" 0 0 0 0 0 0
"HGLibA_33746" 0 0 0 0 0 0
"HGLibA_33747" 0 0 9 9 0 0
"HGLibA_33748" 0 0 0 0 0 0
"HGLibA_33749" 0 0 0 0 0 0
"HGLibA_33750" 0 0 0 0 0 0
"HGLibA_33751" 0 0 0 0 0 0
"HGLibA_33752" 1 1 2 3 6 4
"HGLibA_33753" 0 2 0 0 0 0
"HGLibA_33754" 0 0 0 0 2 1
"HGLibA_33755" 0 0 0 0 0 0
"HGLibA_33756" 2 1 0 1 0 0
"HGLibA_33757" 9 7 0 1 0 0
"HGLibA_33758" 4 1 0 7 1 1
"HGLibA_33759" 7 15 0 0 0 1
"HGLibA_33760" 0 3 0 0 0 0
"HGLibA_33761" 3 27 33 42 2 1
"HGLibA_33762" 0 0 0 0 0 0
"HGLibA_33763" 0 0 0 0 0 0
"HGLibA_33764" 0 2 0 0 0 0
"HGLibA_33765" 0 2 0 0 0 0
"HGLibA_33766" 1 1 0 0 0 0
"HGLibA_33767" 0 3 1 0 0 0
"HGLibA_33768" 0 1 0 0 0 0
"HGLibA_33769" 3 1 0 0 0 0
"HGLibA_33770" 2 8 0 2 1 1
"HGLibA_33771" 3 0 0 0 0 0
"HGLibA_33772" 0 2 1 2 5 1
"HGLibA_33773" 13 4 0 0 0 0
"HGLibA_33774" 1 5 4 3 0 0
"HGLibA_33775" 26 0 0 0 0 0
"HGLibA_33776" 0 3 1 7 0 0
"HGLibA_33777" 5 1 0 0 0 0
"HGLibA_33778" 0 0 0 0 2 1
"HGLibA_33779" 1 8 0 0 0 0
"HGLibA_33780" 2 0 0 7 4 2
"HGLibA_33781" 0 2 0 0 0 0
"HGLibA_33782" 1 0 0 0 0 0
"HGLibA_33783" 1 3 0 0 22 32
"HGLibA_33784" 11 9 0 0 0 0
"HGLibA_33785" 1 7 0 0 0 0
"HGLibA_33786" 1 2 0 0 0 0
"HGLibA_33787" 0 9 0 3 2 3
"HGLibA_33788" 1 17 0 0 0 0
"HGLibA_33789" 0 5 0 0 0 0
"HGLibA_33790" 0 0 6 3 0 0
"HGLibA_33791" 4 0 4 6 13 19
"HGLibA_33792" 0 0 0 0 0 0
"HGLibA_33793" 0 0 0 0 0 0
"HGLibA_33794" 0 0 0 0 0 0
"HGLibA_33795" 0 12 3 11 7 6
"HGLibA_33796" 0 0 0 0 0 0
"HGLibA_33797" 0 15 0 0 0 0
"HGLibA_33798" 6 16 4 2 0 1
"HGLibA_33799" 0 1 0 0 0 0
"HGLibA_33800" 0 0 0 0 0 0
"HGLibA_33801" 12 2 0 1 0 0
"HGLibA_33802" 8 2 0 0 0 0
"HGLibA_33803" 4 2 0 0 1 0
"HGLibA_33804" 1 0 0 1 0 0
"HGLibA_33805" 0 0 0 0 0 0
"HGLibA_33806" 1 2 0 0 0 0
"HGLibA_33807" 0 3 0 0 0 0
"HGLibA_33808" 0 1 0 0 0 0
"HGLibA_33809" 0 1 0 0 0 0
"HGLibA_33810" 0 0 0 0 0 0
"HGLibA_33811" 0 14 30 37 0 1
"HGLibA_33812" 1 12 0 0 0 0
"HGLibA_33813" 0 1 0 0 0 0
"HGLibA_33814" 0 0 1 2 1 5
"HGLibA_33815" 3 2 0 0 0 0
"HGLibA_33816" 4 1 0 0 0 0
"HGLibA_33817" 0 0 0 0 0 0
"HGLibA_33818" 0 3 0 2 0 0
"HGLibA_33819" 1 7 5 1 2 0
"HGLibA_33820" 0 0 2 4 0 0
"HGLibA_33821" 0 0 0 0 0 0
"HGLibA_33822" 0 0 1 5 68 83
"HGLibA_33823" 17 5 0 0 0 0
"HGLibA_33824" 4 8 0 0 1 1
"HGLibA_33825" 1 0 11 8 0 0
"HGLibA_33826" 6 2 0 1 0 0
"HGLibA_33827" 1 4 0 4 0 0
"HGLibA_33828" 1 1 0 0 0 0
"HGLibA_33829" 0 0 0 0 0 0
"HGLibA_33830" 11 8 0 5 6 3
"HGLibA_33831" 17 1 0 0 3 0
"HGLibA_33832" 0 3 0 0 0 0
"HGLibA_33833" 1 3 20 17 0 0
"HGLibA_33834" 0 1 0 1 0 3
"HGLibA_33835" 0 0 0 0 0 0
"HGLibA_33836" 1 3 0 0 0 1
"HGLibA_33837" 0 2 2 1 0 0
"HGLibA_33838" 0 0 0 0 0 0
"HGLibA_33839" 23 0 0 0 0 0
"HGLibA_33840" 13 0 0 0 3 0
"HGLibA_33841" 11 4 1 2 2 4
"HGLibA_33842" 23 0 0 0 0 0
"HGLibA_33843" 0 3 0 0 0 0
"HGLibA_33844" 0 1 19 8 0 1
"HGLibA_33845" 0 0 0 0 0 0
"HGLibA_33846" 4 4 1 1 5 4
"HGLibA_33847" 12 2 0 0 0 0
"HGLibA_33848" 2 1 1 1 3 5
"HGLibA_33849" 1 0 0 0 0 0
"HGLibA_33850" 3 2 0 0 0 1
"HGLibA_33851" 0 0 0 1 1 0
"HGLibA_33852" 14 4 0 0 0 0
"HGLibA_33853" 5 0 14 16 2 3
"HGLibA_33854" 3 2 0 1 0 0
"HGLibA_33855" 1 0 2 5 0 0
"HGLibA_33856" 0 1 0 0 0 0
"HGLibA_33857" 0 2 19 12 6 1
"HGLibA_33858" 21 0 0 0 0 0
"HGLibA_33859" 2 0 0 0 0 0
"HGLibA_33860" 0 5 0 0 0 0
"HGLibA_33861" 2 2 0 0 0 0
"HGLibA_33862" 4 8 0 0 0 1
"HGLibA_33863" 1 0 0 0 0 0
"HGLibA_33864" 10 10 0 0 0 0
"HGLibA_33865" 0 0 0 3 3 1
"HGLibA_33866" 0 3 5 6 0 1
"HGLibA_33867" 0 0 0 0 0 0
"HGLibA_33868" 0 0 0 0 0 0
"HGLibA_33869" 2 0 0 0 0 0
"HGLibA_33870" 1 2 0 2 0 0
"HGLibA_33871" 0 4 0 0 0 0
"HGLibA_33872" 1 0 0 0 0 0
"HGLibA_33873" 0 0 0 1 0 1
"HGLibA_33874" 0 0 0 0 0 0
"HGLibA_33875" 5 5 0 2 0 0
"HGLibA_33876" 2 0 0 0 0 0
"HGLibA_33877" 0 0 0 0 0 0
"HGLibA_33878" 2 4 0 0 0 0
"HGLibA_33879" 5 16 45 35 2 1
"HGLibA_33880" 8 11 0 0 0 0
"HGLibA_33881" 9 2 0 0 0 0
"HGLibA_33882" 2 0 0 0 0 0
"HGLibA_33883" 4 0 0 1 3 2
"HGLibA_33884" 1 0 0 0 0 0
"HGLibA_33885" 5 17 1 0 0 1
"HGLibA_33886" 0 3 0 0 0 0
"HGLibA_33887" 0 0 0 0 0 0
"HGLibA_33888" 0 2 0 4 1 0
"HGLibA_33889" 1 6 0 0 0 0
"HGLibA_33890" 1 0 0 0 0 0
"HGLibA_33891" 0 8 0 0 0 0
"HGLibA_33892" 9 5 16 10 0 0
"HGLibA_33893" 0 0 2 2 0 0
"HGLibA_33894" 0 3 0 2 1 0
"HGLibA_33895" 3 10 0 0 0 0
"HGLibA_33896" 0 1 5 6 6 9
"HGLibA_33897" 0 0 0 0 0 0
"HGLibA_33898" 0 0 0 0 0 0
"HGLibA_33899" 0 0 0 0 0 0
"HGLibA_33900" 2 12 0 0 0 0
"HGLibA_33901" 0 0 0 0 0 0
"HGLibA_33902" 2 2 0 0 0 0
"HGLibA_33903" 0 0 0 0 0 0
"HGLibA_33904" 0 4 0 0 0 0
"HGLibA_33905" 8 1 0 0 0 0
"HGLibA_33906" 2 2 0 0 0 0
"HGLibA_33907" 1 96 2 0 0 2
"HGLibA_33908" 0 0 1 0 0 0
"HGLibA_33909" 1 0 61 38 0 0
"HGLibA_33910" 0 1 0 0 0 0
"HGLibA_33911" 1 3 34 31 0 0
"HGLibA_33912" 0 0 39 53 4 4
"HGLibA_33913" 0 0 0 0 0 0
"HGLibA_33914" 0 0 0 0 0 0
"HGLibA_33915" 0 8 0 0 1 1
"HGLibA_33916" 0 3 0 0 0 0
"HGLibA_33917" 1 1 17 17 4 3
"HGLibA_33918" 6 0 0 6 0 0
"HGLibA_33919" 1 18 1 3 0 0
"HGLibA_33920" 2 1 0 0 0 1
"HGLibA_33921" 0 5 0 0 0 0
"HGLibA_33922" 0 19 7 2 0 0
"HGLibA_33923" 0 0 0 0 0 0
"HGLibA_33924" 0 0 0 0 0 0
"HGLibA_33925" 0 0 0 0 0 0
"HGLibA_33926" 0 0 0 0 0 0
"HGLibA_33927" 1 1 0 0 0 0
"HGLibA_33928" 1 0 1 0 0 0
"HGLibA_33929" 0 1 0 0 0 1
"HGLibA_33930" 2 0 0 0 0 0
"HGLibA_33931" 2 5 0 0 0 0
"HGLibA_33932" 0 0 0 0 0 0
"HGLibA_33933" 0 0 0 0 0 1
"HGLibA_33934" 2 5 0 0 0 0
"HGLibA_33935" 0 0 0 0 0 0
"HGLibA_33936" 11 8 8 11 1 3
"HGLibA_33937" 1 9 0 0 0 0
"HGLibA_33938" 5 6 0 0 0 0
"HGLibA_33939" 3 0 0 0 0 0
"HGLibA_33940" 12 0 0 0 0 0
"HGLibA_33941" 1 6 0 1 6 1
"HGLibA_33942" 5 0 6 5 0 0
"HGLibA_33943" 0 5 0 0 1 0
"HGLibA_33944" 1 0 0 5 0 0
"HGLibA_33945" 1 0 0 0 0 0
"HGLibA_33946" 0 4 0 0 0 0
"HGLibA_33947" 0 0 0 0 0 0
"HGLibA_33948" 0 0 0 13 2 1
"HGLibA_33949" 2 3 0 0 1 2
"HGLibA_33950" 2 0 0 1 0 0
"HGLibA_33951" 1 2 0 0 0 0
"HGLibA_33952" 0 0 0 0 0 0
"HGLibA_33953" 0 0 0 0 0 0
"HGLibA_33954" 1 2 1 2 0 0
"HGLibA_33955" 0 0 0 0 0 0
"HGLibA_33956" 0 5 0 0 0 0
"HGLibA_33957" 4 0 0 0 0 0
"HGLibA_33958" 0 2 0 0 0 0
"HGLibA_33959" 0 5 0 0 0 0
"HGLibA_33960" 7 12 0 0 0 1
"HGLibA_33961" 0 0 7 2 0 1
"HGLibA_33962" 1 0 0 0 1 0
"HGLibA_33963" 34 0 0 0 0 0
"HGLibA_33964" 0 6 2 6 6 6
"HGLibA_33965" 17 5 2 10 4 5
"HGLibA_33966" 0 0 0 0 0 0
"HGLibA_33967" 1 0 85 94 8 4
"HGLibA_33968" 0 0 0 0 0 0
"HGLibA_33969" 3 0 6 1 0 0
"HGLibA_33970" 2 19 0 0 0 0
"HGLibA_33971" 19 0 1 6 11 6
"HGLibA_33972" 2 0 0 2 2 8
"HGLibA_33973" 6 0 0 0 0 2
"HGLibA_33974" 0 0 0 0 0 0
"HGLibA_33975" 0 0 1 2 1 2
"HGLibA_33976" 0 0 0 0 0 0
"HGLibA_33977" 1 26 0 0 0 0
"HGLibA_33978" 0 0 0 1 8 12
"HGLibA_33979" 1 0 2 2 0 0
"HGLibA_33980" 0 0 0 0 0 0
"HGLibA_33981" 0 0 0 0 0 0
"HGLibA_33982" 0 0 6 5 0 0
"HGLibA_33983" 1 1 0 0 0 0
"HGLibA_33984" 1 5 0 0 0 1
"HGLibA_33985" 2 0 0 0 0 0
"HGLibA_33986" 0 3 502 276 66 47
"HGLibA_33987" 0 15 0 0 0 0
"HGLibA_33988" 1 2 0 0 0 0
"HGLibA_33989" 0 0 3 0 0 1
"HGLibA_33990" 7 3 0 0 0 0
"HGLibA_33991" 0 0 0 0 0 0
"HGLibA_33992" 0 0 0 0 0 0
"HGLibA_33993" 0 0 0 0 0 0
"HGLibA_33994" 0 0 0 0 0 0
"HGLibA_33995" 0 0 0 0 0 0
"HGLibA_33996" 0 0 0 0 0 1
"HGLibA_33997" 0 0 0 0 0 0
"HGLibA_33998" 0 0 0 0 0 0
"HGLibA_33999" 0 0 0 0 0 0
"HGLibA_34000" 0 0 0 0 0 0
"HGLibA_34001" 0 0 0 0 0 0
"HGLibA_34002" 0 0 0 0 0 0
"HGLibA_34003" 0 0 0 0 0 0
"HGLibA_34004" 0 0 0 0 0 0
"HGLibA_34005" 0 0 0 0 0 0
"HGLibA_34006" 0 0 0 0 0 0
"HGLibA_34007" 0 0 0 0 0 0
"HGLibA_34008" 2 0 0 0 0 1
"HGLibA_34009" 0 3 0 0 2 0
"HGLibA_34010" 0 0 0 0 0 0
"HGLibA_34011" 0 0 0 0 0 0
"HGLibA_34012" 0 0 0 0 0 0
"HGLibA_34013" 1 4 0 0 0 0
"HGLibA_34014" 1 0 0 0 0 0
"HGLibA_34015" 4 1 1 1 0 0
"HGLibA_34016" 0 0 0 4 0 0
"HGLibA_34017" 2 19 0 0 0 2
"HGLibA_34018" 6 0 0 0 0 0
"HGLibA_34019" 18 0 0 0 0 0
"HGLibA_34020" 0 0 0 0 0 0
"HGLibA_34021" 0 0 1 0 0 0
"HGLibA_34022" 0 0 0 5 4 5
"HGLibA_34023" 0 2 0 0 1 0
"HGLibA_34024" 0 1 0 0 0 0
"HGLibA_34025" 4 0 0 0 0 0
"HGLibA_34026" 5 0 0 0 0 0
"HGLibA_34027" 7 1 0 0 0 0
"HGLibA_34028" 2 0 0 0 0 0
"HGLibA_34029" 20 0 0 2 0 0
"HGLibA_34030" 1 3 1 1 1 0
"HGLibA_34031" 0 0 0 0 0 0
"HGLibA_34032" 0 5 0 0 0 0
"HGLibA_34033" 0 0 25 24 2 2
"HGLibA_34034" 0 1 0 0 0 0
"HGLibA_34035" 1 0 91 92 5 5
"HGLibA_34036" 1 1 0 0 0 0
"HGLibA_34037" 0 2 0 1 0 0
"HGLibA_34038" 0 2 25 18 0 0
"HGLibA_34039" 13 0 0 0 0 0
"HGLibA_34040" 2 0 5 2 0 0
"HGLibA_34041" 6 3 0 0 0 0
"HGLibA_34042" 21 7 0 0 0 0
"HGLibA_34043" 0 0 0 1 0 2
"HGLibA_34044" 3 0 0 0 0 1
"HGLibA_34045" 0 15 0 0 1 1
"HGLibA_34046" 1 5 0 0 0 0
"HGLibA_34047" 0 2 0 2 1 1
"HGLibA_34048" 3 3 0 0 0 0
"HGLibA_34049" 0 0 0 0 0 0
"HGLibA_34050" 1 3 0 1 0 0
"HGLibA_34051" 0 0 0 0 0 0
"HGLibA_34052" 0 6 0 0 0 0
"HGLibA_34053" 9 3 0 0 0 0
"HGLibA_34054" 0 0 0 0 0 0
"HGLibA_34055" 2 2 0 0 0 0
"HGLibA_34056" 4 0 91 66 6 2
"HGLibA_34057" 0 0 63 54 1 0
"HGLibA_34058" 0 0 4 6 0 0
"HGLibA_34059" 0 0 0 0 0 0
"HGLibA_34060" 0 2 0 0 0 0
"HGLibA_34061" 0 0 6 5 0 1
"HGLibA_34062" 1 2 0 0 0 0
"HGLibA_34063" 1 0 0 0 0 0
"HGLibA_34064" 0 0 0 6 0 0
"HGLibA_34065" 0 0 1 0 1 0
"HGLibA_34066" 5 0 16 13 0 0
"HGLibA_34067" 1 0 1 0 2 0
"HGLibA_34068" 0 6 0 0 0 0
"HGLibA_34069" 0 0 1 0 1 1
